@relation artificial_weekend.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
18.5,18.5,75.5,11,1
19.5,19.5,71,16,1
18.5,18.5,81.5,10,1
17.5,17.5,91,2,1
18,18,88,6.5,1
18,18,88,9,1
18,18,94,10,0
18,18,88,11,1
18,18,85.5,15,0
17.5,17.5,85.5,21,0
17,17,83,19,0
16.5,16.5,83,23,0
15.5,15.5,82.5,18.5,0
15,15,82,19.5,0
15,15,82,19.5,0
16,16,77,23,0
16,16,77,18,0
16.5,16.5,70,21,0
16.5,16.5,68,24,0
17,17,59,24,1
17.5,17.5,54,23,1
18.5,18.5,50.5,25,1
19,19,46,23,1
19,19,46,28,1
19.5,19.5,47.5,26,1
20,20,43,25,1
19.5,19.5,46,26,1
19,19,46,28,1
19,19,50.5,25,1
19,19,49,24,1
18,18,56,25,1
17,17,57.5,22,0
15.5,15.5,63.5,22.5,0
17.5,17.5,66,25,0
16.5,16.5,70,18,0
15.5,15.5,74.5,18,0
15,15,77,17,0
14.5,14.5,79.5,17,0
14.5,14.5,79.5,16,0
14.5,14.5,77,16,0
16,16,72,20,0
17,17,68,18,0
18.5,18.5,62,16,1
19.5,19.5,56,17,1
21,21,53,18,1
21,21,53,15,1
23,22.5,44,16,1
23.5,22.5,38.5,19,1
23.5,22.5,37,17,1
24,23,36,16,1
24,23,36,17,1
23,22,41,17,1
23,22.5,42.5,17,1
22,21,44,14,1
22,21,44,13,1
20,20,62,18,1
20,20,64,13,1
19,19,68,12,1
18,18,73,11,0
18,18,68,11,0
18,18,68,8,0
17.5,17.5,64,7,0
17,17,64,11,0
17,17,64,13,0
17.5,17.5,62,14,0
18.5,18.5,56,17,0
20,20,53,17.5,1
21,21,53,21,1
20.5,20.5,54.5,20,1
19.5,19.5,62,20,1
18,18,75.5,16,0
19,19,70.5,9,1
21,21,58.5,16.5,1
22,22,53,19.5,1
21.5,21.5,55,19.5,1
21,21,60,20.5,1
20.5,20.5,62,18.5,1
20,20,66.5,19,1
19,19,73,16,1
18,18,78,14,0
17.5,17.5,80.5,17,0
18,18,91,28.5,0
18,18,94,16.5,0
19,19,91,8,0
19,19,94,6,0
19,19,94,4,0
19,19,94,0,0
20,20,91,3,0
20.5,20.5,85.5,15.5,0
21.5,21.5,78,24,0
23.5,23.5,59.5,26,1
24,24,57,28,1
25,25,54,22,1
26,26,51,19,1
27,27,46.5,21,1
27,27,46.5,21.5,1
26.5,26.5,46.5,21,1
26.5,26.5,45,24,1
26,26,45,22,1
25,25,45.5,23,1
23.5,23.5,47,22,1
21.5,21.5,51.5,18.5,1
20,20,54.5,17,1
19,19,62,15,1
19,19,64,13,1
19,19,64,12,1
18.5,18.5,66,10,0
17.5,17.5,66,11,0
17,17,68,9,0
17,17,68,9,0
17,17,73,9,0
17,17,73,10,0
18,18,68,5.5,0
17.5,17.5,72.5,11,0
16,16,83,9,0
16,16,83,7,0
16,16,83,7,1
17,17,80,13,1
19.5,19.5,68.5,17,1
21.5,21.5,55,12,1
23,23,48.5,17,1
22.5,22.5,47,21,1
22,21,47,26,1
20.5,20.5,56.5,21.5,1
20.5,20.5,53,20.5,1
20,20,49,20,1
19,19,56,19.5,1
18,18,60,19.5,0
17.5,17.5,64,13,0
19,19,64,8,1
19,19,68,7,0
18,18,73,2,0
18,18,73,5,0
18,18,73,2,0
17.5,17.5,75,6,0
19,19,56,20.5,0
20,20,54.5,18,0
20.5,20.5,58,17,0
22,22,55,19,1
22.5,22.5,53.5,19,1
23.5,23.5,48.5,20.5,1
25,25,45.5,21,1
23.5,23.5,50,26,1
24,24,44,21.5,1
25,25,39,25,1
25.5,25.5,35,26,1
25,25,37.5,23,1
24,23,39,25,1
22.5,21.5,42.5,25,1
21,21,50,23,1
21,21,50,21,1
20,20,53,19.5,1
19.5,19.5,64.5,18,1
18,18,75.5,18,0
17.5,17.5,77.5,19.5,0
16.5,16.5,85.5,16,0
16,16,83,19,0
16,16,83,21,0
16,16,83,19.5,0
16,16,80,20.5,0
17,17,77,18.5,0
17.5,17.5,75,18,0
19,19,70.5,20.5,1
20,20,62,27,1
20,20,64,24,1
20,20,69,23,1
20,20,71,26,1
21,21,64,27,1
21.5,21.5,62.5,28.5,1
22,22,65,29,1
20,20,76,27,0
19,19,80.5,19.5,1
19,19,78,23,0
18.5,18.5,80.5,22.5,0
18,18,83,18.5,0
18,18,83,18,0
18,18,83,17,0
17.5,17.5,62,23,0
16.5,16.5,66,22,0
16,16,65.5,21.5,0
15.5,15.5,70,17,0
14.5,14.5,74.5,18,0
14.5,14.5,74.5,19,0
15,15,72,17,0
16,16,68,16,0
17,17,64,17,0
18.5,18.5,51,16,1
19.5,19.5,42,18,1
20.5,20.5,36.5,21.5,1
21.5,21,34,18,1
22,21,33,19.5,1
22.5,21.5,34.5,19.5,1
23,22,32,17,1
23,22,33,12,1
23.5,22.5,32,15,1
21.5,21,45.5,18,1
20,20,53,18,1
18.5,18.5,60,16,1
18,18,62,16,1
17.5,17.5,64,15,0
17,17,66,12,1
17,17,59,9,1
17,17,59,9,0
17,17,59,9,0
16,16,68,12,0
16,16,68,12,0
16,16,68,14,0
15.5,15.5,79.5,17,0
15.5,15.5,79.5,12,0
17,17,63.5,18.5,0
18.5,18.5,52,20,1
20.5,20.5,49.5,26,1
22,21,45.5,24,1
23,22.5,42.5,27,1
23,22.5,42.5,28,1
23.5,23.5,42.5,28,1
24.5,24.5,41.5,29.5,1
25,24,34,30,1
24,23,34,29.5,1
24,23,28,25,1
23.5,22.5,25.5,22,1
22.5,21.5,23.5,21,1
20.5,20.5,30.5,16,1
20,20,36.5,9,1
18.5,18.5,51.5,8,0
14,14,91,16,0
14,14,88,15,0
13,13,88,19.5,0
13,13,82,23,0
12.5,12.5,85,19.5,0
12.5,12.5,85,16,0
13.5,13.5,82.5,22,0
13.5,13.5,79.5,26,0
14.5,14.5,70,25,0
15.5,15.5,63.5,28,1
16,16,55.5,29.5,1
17.5,17.5,49,28,1
18,18,49,26,1
19,19,43,24,1
19.5,19.5,41.5,25,1
19.5,19.5,44.5,22,1
20,20,44.5,18,1
20,20,46,17.5,1
20.5,20.5,44.5,10,1
20,20,44.5,7.5,1
20,20,46,12,1
19,19,49,12.5,1
18.5,18.5,50.5,17,1
17,17,59,19,1
16,16,63,15,0
15,15,68,12,0
15,15,68,13,0
14,14,72,12,0
14,14,69.5,9,0
14,14,65,7,0
15,15,61,7.5,0
15.5,15.5,72,10,0
16,16,68,16,0
15.5,15.5,77,16,0
15,15,88,14,0
14,14,88,19.5,0
14,14,85,13,0
14,14,88,16,0
14.5,14.5,85,19.5,0
15,15,82,19.5,0
15,15,88,19.5,0
16,16,85.5,20,1
17,17,85.5,19.5,1
18,18,83,20,1
18,18,78,20,0
17.5,17.5,80.5,24,0
17,17,80,24,0
16,16,83,24,0
15.5,15.5,57,9,0
14.5,14.5,61,8,0
14,14,65,9,0
13.5,13.5,69.5,9,0
13,13,72,9,0
13,13,72,8,0
13,13,72,10,0
14.5,14.5,65,9,0
15.5,15.5,61,9,0
17.5,17.5,52,11,1
18,18,52,13,1
19.5,19.5,44.5,13,1
20.5,20.5,43,12,1
20.5,20.5,40.5,16,1
22.5,21.5,37,18,1
22,21,39.5,18.5,1
21.5,21,40.5,19.5,1
21,21,44.5,19.5,1
21,21,46,16,1
20.5,20.5,51.5,17,1
19,19,56,14,1
19,19,58,12,1
18,18,64,12,1
17,17,73,11,1
16,16,77,11,0
16,16,77,11,0
15,15,82,9,0
15,15,82,8,0
14,14,88,8,0
14,14,85,8,0
14.5,14.5,79.5,5.5,0
16.5,16.5,70,4,0
17,17,68,6.5,0
18,18,68,8,1
20,20,60,9,1
21.5,21.5,55,12,1
22.5,22.5,48.5,12,1
24,23.5,40,13,1
25,25,36,13,1
25,24,33,16,1
25,24.5,34,17.5,1
25,24,32,17,1
25,24,32,17,1
24,23,35,16,1
22.5,21.5,42.5,12,1
20.5,20.5,58.5,19.5,1
20,20,49.5,23,1
19,19,54,24,0
17,17,88,9,0
17,17,85.5,7,0
16,16,88,7,0
16,16,88,6,0
15.5,15.5,91,5,0
15,15,91,4,0
15,15,88,6,0
15,15,91,8,0
16.5,16.5,85.5,10,0
18.5,18.5,75.5,12,1
20.5,20.5,66.5,12,1
22.5,22.5,59,13,1
23,23,57,12,1
24,24,54,7,1
24.5,24.5,50.5,16,1
24.5,24.5,48.5,19.5,1
25,25,49,18,1
23,23,53,21.5,1
23,23,53,22,1
21.5,21.5,58.5,16,1
21,21,60,14,1
20.5,20.5,62,6.5,1
20,20,60,5.5,1
19,19,64,8,1
18.5,18.5,66,6.5,1
17.5,17.5,70.5,7.5,0
16.5,16.5,70,6,0
17,17,73,6.5,0
16,16,77,7.5,0
16,16,77,8,0
16,16,77,9,0
16.5,16.5,72.5,8,0
19,19,56,6,0
20,20,49,9,1
22.5,21.5,42.5,11,1
24.5,24,39,14,1
25.5,25.5,38,13,1
25.5,25.5,36.5,15,1
25.5,25.5,35,15,1
26.5,26,32,16,1
26,25,28,19.5,1
26,25.5,35.5,17,1
25.5,25.5,46,16,1
24.5,24.5,48.5,16,1
23,23,59,19,1
21.5,21.5,67,17,1
21,21,69,17,1
19.5,19.5,75.5,15,0
17,17,85.5,13,0
16,16,88,11,0
16,16,88,12,0
16,16,83,12,0
15.5,15.5,85.5,13,0
15.5,15.5,82.5,13,0
15,15,88,12,0
15,15,82,15,0
16,16,74.5,17,0
16,16,70,18,1
18,18,56,19,1
18,18,56,17,1
19,19,49,15,1
20,20,44.5,16,1
20,20,44.5,13,1
20,20,46,19,1
19,19,49,19.5,1
19.5,19.5,47.5,16,1
19.5,19.5,44.5,15,1
19.5,19.5,44.5,10,1
18.5,18.5,47.5,11,1
18,18,52,6.5,1
18,18,52,5,0
17,17,59,6,0
16,16,63,5,0
15,15,65.5,4,0
15,15,65.5,4,0
14,14,72,6,0
14,14,72,5,0
14,14,72,6,0
14,14,69.5,6,0
14.5,14.5,70,6,0
15,15,68,5,0
16.5,16.5,63.5,6,0
17.5,17.5,64,5,1
20.5,20.5,51,3,1
19.5,19.5,51.5,9,1
19,19,56,13,1
19,19,56,14,1
19,19,56,13,1
19,19,56,14,1
19,19,56,12,1
18,18,60,10,1
18,18,60,7.5,1
17,17,66,6,1
17,17,66,2,0
16.5,16.5,70,0,0
16.5,16.5,72.5,6.5,0
19,19,78,7,0
19,19,75.5,2,0
18.5,18.5,80.5,4,0
18,18,83,3,0
17.5,17.5,85.5,4,0
17,17,88,5,0
17,17,88,6,0
18.5,18.5,80.5,5,0
20,20,73.5,7,0
22.5,22.5,65,10,1
24,24,61,12,1
26,27,58,11,1
28.5,28.5,46.5,17,1
30,30,40,18,1
30,29.5,39,22,1
30,29,36.5,23,1
29,29,40,21,1
29,29,40,20.5,1
28,28,40,19,1
27,27,42,15,1
23.5,23.5,61,16,1
22.5,22.5,67,14,1
21.5,21.5,69,15,1
21,21,69,18.5,1
21,21,66.5,19,1
20.5,20.5,66.5,19.5,0
20,20,69,19.5,0
19.5,19.5,71,18,0
18.5,18.5,75.5,19.5,0
18,18,78,16,0
19,19,70.5,18,0
19.5,19.5,66,25,0
20.5,20.5,62,22,0
22,22,55,20,1
22,22,55,13,1
22,22,63,10,1
20.5,20.5,75.5,12,1
19.5,19.5,85.5,13.5,0
18.5,18.5,80.5,18.5,1
20,20,66.5,24,1
20.5,20.5,58.5,19.5,1
20.5,20.5,58.5,16,1
20,20,60,20.5,1
19.5,19.5,58,19,1
18,18,64,14,1
17,17,70.5,10,0
16,16,77,10,0
15.5,15.5,79.5,8,0
16,16,72,10,0
16,16,70,10,0
16,16,74.5,9,0
15.5,15.5,79.5,9,0
16,16,77,6.5,0
16,16,80,6.5,0
16,16,83,6,0
16,16,83,6.5,0
17,17,77,6.5,0
18.5,18.5,73,10,1
20,20,64,4,1
21.5,21,48.5,12,1
21,21,53,15,1
21.5,21.5,55,9,1
22,22,53,10,1
21.5,21.5,58.5,12,1
20,20,68.5,11,1
19,19,78,6.5,1
19,19,73,5.5,1
18.5,18.5,78,2,0
18,18,85.5,2,0
18,18,85.5,5,0
18,18,88,6.5,0
18,18,88,6,0
17.5,17.5,88,6.5,0
17,17,85.5,6.5,0
17,17,83,7.5,0
17,17,83,7.5,0
17,17,83,6.5,0
16,16,88,5,0
16,16,88,7.5,0
16.5,16.5,82.5,6.5,0
17,17,77,8,0
17.5,17.5,75,11,0
18,18,75.5,12,1
19,19,75.5,17,1
19,19,78,15,1
19,19,78,13,1
19,19,78,10,1
20,20,73,10,1
20,20,73,12,1
19,19,78,12,1
19,19,78,16,1
18,18,83,13,1
18,18,78,13,1
17.5,17.5,80.5,13,0
17,17,83,12,0
17,17,83,11,0
14,14,63,10,0
14,14,63,15,0
13.5,13.5,67.5,12,0
12,12,74.5,9,0
11.5,11.5,79.5,10,0
11,11,82,12,0
12,12,82,9,0
11.5,11.5,94,7,0
12.5,12.5,91,10,0
13.5,13.5,91,12,0
13,13,88,17,1
14,14,79.5,15,1
14,14,77,12,1
14.5,14.5,72.5,12,1
15,15,63,15,1
16,16,55.5,14,1
16,16,52,14,1
16,16,52,16.5,1
15,15,53,13,1
14.5,14.5,59,9,1
13.5,13.5,65,10,1
12.5,12.5,65,8,0
12,12,69.5,5.5,0
11,11,77,4,0
11,11,72,5,0
10,10,82,6,0
10,10,82,5,0
10,10,79,6,0
9,8,84.5,8,0
9,8,87,6.5,0
8.5,7,87,11,0
9,7,84.5,11,0
11,10,77,9,0
13,13,65,9,0
14,14,63,8,1
14.5,14.5,61,12,1
16,16,55,7,1
17.5,17.5,50.5,11,1
18,18,47.5,14,1
18.5,18.5,44.5,14,1
19,19,43,16,1
19,19,43,14,1
19,19,46,13,1
18,18,52,10,1
17,17,57.5,7,1
17,17,59,8,0
16,16,63,13,0
15,15,68,12,0
17,17,77,11,0
17,17,83,10,0
17,17,83,14,0
18,18,78,20,1
19,19,68,23,1
20,20,58,25,1
20.5,20.5,54.5,23,1
21,21,51.5,24,1
21,21,53,21,1
20.5,20.5,53,19.5,1
20,20,53,21,1
19.5,19.5,58,18.5,1
18.5,18.5,56,22,1
17.5,17.5,57.5,18,1
16.5,16.5,63.5,15,1
16,16,65.5,16,0
15,15,68,7.5,0
15,15,68,7,0
14.5,14.5,67.5,10,0
13.5,13.5,74.5,10,0
13,13,77,8,0
13,13,77,4,0
12,12,82,6.5,0
12.5,12.5,85,4,0
12,12,85,4,0
12,12,88,8,0
12.5,12.5,85,5.5,0
14,14,79.5,8,1
15,15,74.5,11,1
16,16,70,13,1
16.5,16.5,63.5,13,1
17.5,17.5,59.5,18,1
16.5,16.5,59,20,1
16.5,16.5,59,18,1
16.5,16.5,57.5,17,1
15.5,15.5,65.5,19,1
15,15,65.5,15,1
13.5,13.5,74.5,16,1
13,13,72,12,0
12,12,77,9,0
12,12,77,7,0
12,12,77,7,0
13,13,88,7.5,0
13,13,88,9,0
13,13,88,6.5,0
13,13,88,6.5,0
13,13,88,5.5,0
13,13,88,7,0
13,13,88,7.5,0
13,13,88,8,0
13,13,82,9,0
14,14,77,7,1
16.5,16.5,59.5,7.5,1
17,17,56,7,1
18,18,47.5,10,1
18,18,49,13,1
18.5,18.5,47.5,13,1
19,19,47.5,9,1
18,18,52,8,1
17.5,17.5,55.5,5.5,1
17,17,60,4,1
16,16,68,6,1
15,15,70,2,0
14.5,14.5,74.5,2,0
13.5,13.5,82,0,0
13,13,82,2,0
13,13,79.5,7.5,0
12.5,12.5,79.5,5,0
12,12,82,6,0
12,12,88,7,0
11.5,11.5,91,8,0
11,11,94,7,0
11.5,11.5,91,8,0
12.5,12.5,85,8,0
14.5,14.5,79.5,11,1
16.5,16.5,70,13,1
18.5,18.5,54,15,1
19.5,19.5,52.5,18,1
19,19,56,19,1
19.5,19.5,54.5,15,1
20,20,54.5,17,1
19.5,19.5,54.5,15,1
19,19,56,13,1
18.5,18.5,62,17,1
17,17,70.5,17,1
16,16,77,15,0
15,15,82,11,0
14.5,14.5,85,10,0
14,14,88,8,0
10.5,10.5,79.5,2,0
11,11,82,5,0
10,10,88,5,0
10,10,85,5,0
9.5,9.5,84.5,5,0
9,8.5,87,5,0
9,9,87,4,0
9.5,9.5,84.5,4,0
10.5,10.5,79.5,5,0
12,12,72,5,1
14.5,14.5,65,6,1
15.5,15.5,59,9,1
16.5,16.5,50.5,13,1
16.5,16.5,48.5,13,1
17.5,17.5,47.5,14,1
17.5,17.5,46,15,1
17.5,17.5,45.5,13,1
16.5,16.5,53.5,12,1
15.5,15.5,61,15,1
15,15,65.5,14,1
14.5,14.5,65,12,1
13.5,13.5,69.5,10,0
12.5,12.5,74.5,6,0
12.5,12.5,74.5,7,0
12,12,72,2,0
11,11,77,2,0
10,10,85,5,0
9.5,9,84.5,3,0
9,8,87,6,0
10,10,85,6,0
10,10,88,2,0
11,11,85,4,0
11.5,11.5,82,6,0
14,14,72.5,5,1
15.5,15.5,68,12.5,1
16,16,68,18,1
17.5,17.5,62,19.5,1
18.5,18.5,54,22,1
17.5,17.5,56,22,1
18,18,54,21,1
17.5,17.5,60,21,1
16.5,16.5,61,24,1
15.5,15.5,65.5,22,1
14.5,14.5,70,15,1
14,14,72,13,1
13.5,13.5,74.5,11,0
13,13,77,10,0
12,12,82,7.5,0
12,12,82,5,0
12,12,82,5,0
10.5,10.5,88,5,0
10.5,10.5,91,6.5,0
10.5,10.5,88,6,0
11,11,88,5,0
11,11,88,6,0
11,11,88,7,0
11,11,91,6.5,0
10.5,10.5,97,5,1
11,11,94,5,1
12,12,88,6.5,1
13.5,13.5,85,4,1
14.5,14.5,79.5,4,1
15,15,72.5,6,1
16.5,16.5,63.5,3,1
16,16,63,5,1
15.5,15.5,65.5,6,1
15,15,70,6,1
14.5,14.5,70,7,1
13.5,13.5,74.5,6.5,0
13,13,77,7,0
12,12,82,6,0
12,12,82,8,0
11.5,11.5,82,9,0
11.5,11.5,82,7,0
10.5,10.5,88,6,0
10,9,88,8,0
9,7.5,87,10,0
9.5,8.5,84.5,9,0
9.5,8.5,84.5,7,0
9.5,8.5,84.5,7,0
10.5,10.5,79.5,5,0
12.5,12.5,69.5,3,1
14,14,65,7.5,1
16,16,59,5,1
16.5,16.5,57.5,8,1
17,17,56,10,1
18,18,52,10,1
18,18,52,12,1
17.5,17.5,55.5,11,1
16.5,16.5,61,10,1
15.5,15.5,68,11,1
14.5,14.5,74.5,11,1
13.5,13.5,79.5,16,0
13,13,79.5,16,0
13,13,77,18.5,0
13,13,82,19.5,0
11,11,82,4,0
11,11,88,6,0
10.5,10.5,85,5,0
10.5,10.5,85,6,0
10,10,91,6,0
9.5,9.5,91,5,0
9,8.5,94,5,0
10,10,91,0,0
11.5,11.5,85,2,0
13,13,82.5,2,1
14.5,14.5,74.5,12,1
15.5,15.5,70,17,1
16,16,72,17,1
16,16,72,19.5,1
16,16,70,19.5,1
16,16,70,23,1
15.5,15.5,70,21,1
15,15,77,18,1
14.5,14.5,79.5,17,1
14,14,82,16,1
14,14,82,14,1
13,13,88,11,0
13,13,88,11,0
13,13,82,10,0
12,12,88,13,0
13,13,82,11,0
12.5,12.5,85,13,0
12,12,88,6.5,0
11,11,88,6.5,0
11,11,88,6.5,0
11,11,88,8,0
10,8,88,13,0
10.5,10,85,8,0
12.5,12.5,74.5,13,1
13.5,13.5,69.5,19.5,1
13.5,13.5,69.5,19.5,1
14,14,63,19.5,1
14,14,59,21,1
15,15,53,19,1
15,15,53,18,1
14,14,57,17,1
13.5,13.5,61,15,1
13,13,63,11,1
12,12,63,13,1
11,11,67,11,0
11,11,67,13,0
10,8,71,12,0
10,8.5,71,10,0
12,12,82,16,0
12,12,82,15,0
12,12,82,12,0
12,12,77,12,0
11.5,11.5,79.5,12,0
11,11,82,11,0
11,11,82,13,0
11,11,82,13,0
11,11,77,13,0
11,11,77,17,1
12,12,74.5,15,1
12,12,72,19,1
12,12,72,18,1
13,13,67,15,1
13,13,67,16,1
13.5,13.5,65,18,1
13,13,69.5,15,1
13,13,72,12,1
13,13,72,13,1
12.5,12.5,74.5,13,1
12,12,82,12,0
12,12,82,9,0
12,12,82,11,0
12,12,88,10,0
12,12,88,6,0
12,12,88,6.5,0
12,12,88,6.5,0
12,12,88,7,0
12,12,88,8,0
12,12,88,8,0
12,12,85,7,0
11.5,11.5,85,9,0
12,12,82,7,0
13,13,79.5,8.5,0
13.5,13.5,72,12,1
14,14,69.5,13,1
14.5,14.5,65,12,1
15,15,63,14,1
15,15,65.5,15,1
15,15,68,12,1
14,14,72,12,1
13.5,13.5,77,14,1
13,13,88,6.5,1
13,13,88,4,0
13,13,85,6.5,0
13,13,82,9,0
13,13,82,9,0
13,13,77,7,0
12,12,72,9,0
12,12,77,9,0
12,12,77,9,0
13,13,72,11,0
13,13,72,9,0
13,13,72,7,0
13,13,72,8,0
13,13,74.5,6.5,0
13,13,77,8,0
13.5,13.5,74.5,11,1
14,14,74.5,15,1
14.5,14.5,72.5,14,1
15,15,68,14,1
14,14,77,14,1
14,14,77,11,1
14,14,79.5,8,1
14,14,79.5,7.5,1
14,14,82,5,0
12,12,91,15.5,0
11,11,88,17.5,0
10.5,9.5,85,14,0
11,11,82,12,0
10,8,88,13,0
10,8,82,11,0
9,8,87,9,0
9,7,80,11.6667,0
8.5,7,79,11,0
7.5,6,84.5,9,0
7,5,87,11,0
6,3.5,93,11,0
6,4,93,10,0
6,4,93,10,0
7,5,87,9,0
8,7,82,6.5,1
9.5,9,76,6,1
11.5,11.5,65,5,1
12.5,12.5,61,6.5,1
12.5,12.5,54.5,2,1
13,13,51,6,1
12,12,58,8,1
11.5,11.5,56,8,1
10,9,67,7,1
9.5,8.5,69,9,1
9,8,71,9,0
8,6,76,9,0
7,5,84,11,0
7,5,87,11,0
13,13,88,12,0
12,12,91,16,0
11.5,11.5,91,16,0
11,11,94,12,0
11.5,11.5,91,10,0
12,12,88,14,0
11.5,11.5,91,14,0
12,12,88,12,0
12,12,88,12,0
12,12,88,12,1
13,13,82,8,1
13.5,13.5,79.5,11,1
14,14,82,10,1
15,15,77,11,1
15,15,77,9,1
15,15,77,7,1
14,14,82,11,1
12.5,12.5,91,10,1
12,12,94,7,1
12,12,91,5,1
11,11,94,6,1
11,11,94,5,0
10.5,10.5,94,2,0
10,10,97,2,0
9.5,9.5,97,4,0
9,8.5,94,5,0
8.5,8.5,97,0,0
8,7.5,100,3,0
8,7.5,100,5,0
8,8,96.5,4,0
7.5,6.5,100,6.5,0
7,7,100,4,0
7,6,100,6,0
7.5,6.5,96.5,6,0
8.5,8.5,93.5,2,1
9,8.5,100,3,1
9.5,9.5,97,2,1
10,9.5,100,6.5,1
10,9.5,100,6.5,1
10.5,10,97,10,1
11,11,100,9,1
11,11,94,8,1
11,11,94,8,1
10.5,10.5,97,6,0
10.5,10,97,7,0
10,9,100,7,0
10,9.5,97,6.5,0
9.5,9.5,97,0,0
15,15,88,12,0
15,15,85,14,0
15,15,88,12,0
15,15,88,15,0
15.5,15.5,88.5,12,0
16,16,91,14,0
17,17,88,21.5,0
17,17,85.5,28,0
17,17,83,28,0
17,17,83,30,0
17,17,83,38,0
17.5,17.5,83,34,0
17,17,88,31,0
17,17,85.5,34,0
17.5,17.5,85.5,34,1
17,17,85.5,28,1
17,17,77,22,1
16,16,77,24,1
15.5,15.5,77,18.5,1
15,15,77,20.5,1
14,14,77,28,0
13.5,13.5,79.5,22.5,0
13,13,79.5,18.5,0
12,12,85,10,0
12,12,82,9,0
12,12,82,9,0
11,11,91,6.5,0
11,11,91,4,0
10.5,10,91,7,0
10.5,10,91,9,0
10,8.5,94,10,0
11,11,94,9,0
12.5,12.5,91,10,0
14,14,82,11,0
15,15,79.5,14,1
16,16,80,16.5,1
15,15,88,18,1
16,16,85.5,16,1
16,16,88,23,1
16,16,88,28,1
17,17,83,23,1
17,17,77,25,1
17,17,77,24,1
16.5,16.5,85.5,25,0
17,17,83,23,0
16,16,83,22,0
16,16,83,25,0
15,15,82,24,0
9,5.5,68.5,26,0
8.5,5.5,73.5,23,0
9,6,71,24,0
8.5,5.5,73.5,23,0
8.5,5.5,76,24,0
8.5,6,79,17,0
9.5,7,73.5,19,0
10,7.5,76,19.5,0
10,8,76,18,0
10,8,82,16,0
10,8,88,14,0
10,8,88,16,0
10,8,88,16,0
10,8,88,15,0
11,11,88,17,0
11.5,11.5,88,25,0
12.5,12.5,88,28,0
14,14,82,31,0
14.5,14.5,85,30.5,0
15,15,82,28.5,0
15,15,82,31.5,0
15,15,82,30,0
15,15,85,34,0
15,15,88,34,0
16,16,77,40,0
16,16,72,39,0
16,16,72,43,0
16,16,72,40,0
16,16,72,35,0
15.5,15.5,74.5,37,0
15,15,77,38,0
15,15,77,42,0
15.5,15.5,74.5,38,0
16,16,72,35,0
16,16,70,42,1
17,17,66,41,1
17,17,68,38,1
16,16,72,24,1
16,16,72,32,1
16,16,72,28,1
16,16,72,26,1
15,15,77,26,1
15,15,77,29.5,1
14.5,14.5,77,25,0
15,15,68,33,0
14,14,72,31,0
14,14,69.5,28,0
14,14,67,27,0
5,0,70,28.5,0
4.5,-0.5,72.5,28,0
4.5,-0.5,75.5,28.5,0
4,-1,78,26,0
4,-0.5,75,23,0
4.5,-0.5,72.5,28.5,0
4.5,-1,75.5,29.5,0
4,-1,81,28,0
4,-1,87,23,0
6,1,81,35,0
6,1,71,37,0
6,1,68.5,38,1
6,1,63.5,31.5,1
6,1,61,36,1
6,1,61,30.5,1
5,0,61,28,1
5,0,61,28,1
4,-0.5,63,23,0
3.5,-1,58,21,0
3,-2,60.5,22,0
3,-1,60,18,0
2.5,-2,58,17,0
2,-1,60,11,0
2,-1.5,58,11,0
2,-2,58,14,0
2,-1.5,58,12,0
2,-1,62.5,10,0
1,-1.5,70,7.5,0
2,-1,70,10,0
0,-3.5,83.5,9,0
1,-2,81,10,0
1,-1.5,81,8,0
1,-2,81,10,0
2,0,84,7,0
3,0,81,10,0
4.5,2,72.5,11,1
6,4,61,10,1
6.5,4.5,63.5,11,1
6.5,3.5,68.5,16,1
6,3.5,71,12,1
6,3.5,73.5,11,1
6,3.5,76,12,0
5.5,2.5,78.5,14,0
5,2.5,78.5,10,0
4.5,1.5,84,13,0
4,1,87,12,0
4,1.5,81,10,0
3,1.5,87,6.5,0
6.5,2,73.5,28,0
6,1.5,76,28,0
6,1,71,30.5,0
5.5,1,70.5,26,0
5,1,70,22,0
4,0,75,22,0
4,0,75,22,0
4,-0.5,75,23,0
5,1,73,22,0
7,4,66,20,0
7.5,4,68.5,23,1
8.5,4.5,64,26,1
9,6,62,26,1
10,7,64.5,23,1
10,6.5,62,29.5,1
10,7,67,27,1
10,7,69,30,1
10.5,9,69,30.5,1
11,11,72,34,0
11.5,11.5,69.5,36,0
11,11,72,34,0
11,11,69.5,32,0
11,11,72,30.5,0
11,11,69.5,29,0
11,11,67,29,0
11,11,72,27,0
11,11,72,27,0
11,11,72,26,0
11,11,72,29,0
11,11,72,25,0
11,11,72,27,0
11,11,77,24,0
11.5,11.5,79.5,28,0
12,12,72,36,0
13,13,63,39,0
13,13,65,42.5,1
12,12,77,35,1
13.5,13.5,65,43,1
14,14,65,45,1
14,14,67,46,1
14,14,67,47,1
13,13,77,39,0
13,13,77,39,0
12,12,88,33,0
12.5,12.5,79.5,34,0
11.5,11.5,74.5,30.5,0
11,11,69.5,34,0
11,11,67,33,0
13,13,63,34,0
12,12,67,36,0
12,12,69.5,38,0
12,12,69.5,35,0
12,12,69.5,35,0
12,12,72,31.5,0
12,12,72,30.5,0
12,12,67,34,0
12,12,67,34.5,0
12.5,12.5,65,39,0
13,13,65,39,1
13,13,63,39.5,1
13,13,63,36,1
13,13,65,32,1
